text,label
Ai có ý_định mua primex thì mình khuyên hãy suy_nghĩ lại . Mình mua một con từ lúc chưa có hàng phải đặt mua onl . nhưng chưa được 1 năm thì cái được gọi_là nhôm nguyên khối của primex bi bong ra . Va no chỉ là viền kim_loại ngươi ta gắn keo . Thật kinh_hoàng,negative
Đọc những dòng của bạn thì mình thấy Ipad cũng lắm lỗi nhưng vì có_giá cao nên người_ta chắp_vá để bán lại .,negative
Giá hơi cao . Đành đợi 1 năm nữa rồi lấy em .,negative
Mặt trước màu đen không hợp với màu vỏ sau lắm,negative
"﻿Bạn đăng bài ghi sai kích_thước màn_hình model_A7 ( 2016 ) chỉ có kích_thước 5.5 "" thôi . Giá này mà samsung đưa ra vẫn hơi chát so với cấu_hình như_vậy , chưa nên mua vào lúc này !",negative
"﻿Cấu_hình bèo mà đòi đú ... . . ZenFone_Selfie cũng 6 triệu 5 mà camera trước 13MP , màn_hình Full_HD ... . Không cạnh_tranh nổi đâu ! !",negative
Oppo là hãng điện_thoại nào mà giá trên trời vậy nhỉ .,negative
﻿Đúng thế con neo_7 màn_hình qhd mà giá gần 4trieu mình ko hiểu oppo định_giá kiểu gì ảo_tưởng vô_cùng .,negative
﻿vừa lên kệ hí hứng và nhận ra em nó quá tệ so với số tiền bỏ ra đúng là hàng trung_quốc mà ảo_tưỡng về giá,negative
"Mọi thông_số của còn này đều thua hẳn Selfie , nhưng lại có cùng mức giá bán thì nghĩ cũng khó sinh_tồn thật . Ram cũng 3GB như selfie chứ đâu có hơn",negative
Oppo ảo_tưởng giá quá,negative
﻿con này thua con selfie rất nhiều chỉ_được_cái RAM 3GB còn lại thì không sánh bằng con zenfone_selfie được,negative
Sony_c_5 camera trc 13 mpx chup hinh con thua oppo . Oppo_selfie dep thiet,negative
Dòng smartphone giá rẻ muôn_đời ra_công k đc tốt và linh_kiện cũng k đc ngon nên hay bị lỗi vặt và chết màn . Ai may_mắn thì dùng đc máy ngon,negative
"Vẫn kiểu_dáng thiết_kế xấu , vẫn chất_liệu nhựa rẻ_tiền như ngày nào . Hy_vọng chất_lượng khá hơn Zen5",negative
Tớ không chê xấu . Nhưng_Asus nhìn như_không thoát đc thiết_kế này . Nếu bỏ_qua màu_mè thì khi đặt gần nhau giữa các dòng đt asus chỉ là sự phóng to thu nhỏ của một nguyên_mẫu . Quá đơn_điệu .,negative
"tôi đã dùng qua , và mua giúp mấy người bạn gần 10 sản_phẩm của Asus , thực_ra vì tôi bị eo_hẹp về kinh_tế ... thấy rẻ , thì xài thôi nhưng thật công_bằng thì Asus kiểu_dáng xấu , thô , mau xuống_mã , khó_chịu nhất_là ăn pin khiếp quá ...",negative
﻿Asus ư ? Pin thường kém và hay lỗi sac lắm ... . sạc lâu ví_như Google_Neus_7 chăng hạn .,negative
"Đúng là zenfone tệ thật . Pin nhanh hết , nghe nhỏ , mau xuống_mã .",negative
"Đồng_ý với bạn , mình mới dùng mobiistar được chưa tới 1 tuần rồi phải ra thế_giới di_động đổi ngay vì bị lỗi , may quá hư sớm nên không tốn_phí đổi trả ! !",negative
"﻿Đã từng là người sử_dụng đồ của GS ( Gold_Star ) , LG ( Lucky_GS ) , tới nay đã mất hẳn lòng tin với em nó . Một mầu xanh ( blue ) nền ngập_tràn và giao_diện thiếu bao_quát thân_thiện . Vĩnh_biệt GS , Gold_Star và LG",negative
"﻿Quanh_đi_quẩn_lại vấn_đề vẫn chỉ ở chỗ hệ_điều_hành Windowsphone và Windows_10_mobile . Sau một thời_gian sử_dụng Lumia tôi đã cảm_thấy chán ngấy . Tìm_hiểu về Windows_10_mobile tôi có chút_xíu hứng_thú nhưng tựu chung lại cốt_lõi của nó là APP vẫn không được cải_thiện . Microsoft quá bảo_thủ và chậm_chạp , đến giờ_phút này chậm hơn 1 tháng mà trước_đây tuyên_bố ra_mắt windows_10_mobile họ vẫn chỉ phát_hành ... build qua insider . Bây_giờ để viết APP cho Windows_10_mobile người_ta lại phải ... đập đi xây lại ngay từ đầu bởi cách viết cho windows_phone_8.1 không còn tương_thích cho windows_10_mobile , chả ai lai hứng_thú đi làm điều đó cả . Điểm cộng duy_nhất cho windows_phone là nó hao tài_nguyên ít , giờ tôi xài cái lumia chỉ để nghe gọi nhắn_tin , hết .",negative
"﻿Đã mua và trả lại gấp trong vòng 2 ngày , mất phí 10% . Tôi ít vọc_vạch và windows_10 đáp_ứng đủ nhu_cầu công_việc , Camera tốt . Nhưng mua về trải_nghiệm thì mức_độ hoàn_thiện bên ngoài quá kém cho 1 sản_phẩm flagship của hãng . Thiết_kế vỏ bám vân tay và rất dễ trầy_xước , vỏ nhựa như_là sản_phẩm phổ_thông , lắp lưng chỉ cần cầm_chắc tay là kêu ọp_ẹp . Ai có ý_định mua thì nên cân_nhắc .",negative
Máy xấu và chạy Windows_Phone thì dẹp .,negative
"Facebook , YouTube không chính chủ ... Còn nhiều nữa nhưng chỉ kể 2 cái đó thôi là đủ biết winphone nghèo thế_nào rồi",negative
Giá chát quá .,negative
"Vẫn chán , hay_là góp_ý cứ tập_trung vào phát_triển phần_mềm đi vậy ?",negative
﻿Hệ_điều_hành Windows_Phone và cả Windows_10_Mobile không đáng để sử_dụng : ) Tiếc thay cho các máy Lumia với chất_lượng phần_cứng tốt nhưng lại có phần_mềm hậu_thuẫn quá kém_cỏi .,negative
Cập_nhật lạc_hậu so với các hđh khác,negative
Window_Phone - Ác_mộng của game thủ .,negative
"mình không ý_kiến gì về hệ_điều_hành , hay thiết_kế . Nhưng có_điều không mê được là máy nóng dã_man . hôm vào viettel store chỉ mới check chụp ảnh có một_tí , trong phòng mát vậy_mà máy nóng như bỏng . ko biết hãng có khắc_phục ở những lô sau không . chứ nóng vậy_mà đem dùng dưới nắng nữa chắc bốc_hỏa mất .",negative
giá trên trời dưới giếng,negative
( E ) cũng có nghĩa_là Expnsive giá trên trời,negative
Bình cũ ruợu cũ giá trên trời,negative
lại giá trên trời cho nhưng fan cuồng gọi táo là thần_thánh .,negative
ip gio lai quay ve vong ; luan_quan . gia ca thi tren troi .,negative
500 $ thì_thôi đi,negative
﻿Không nên dùng hàng trung_quốc,negative
Rẻ cũng không chơi !,negative
Không_thể tưởng_tượng mức giá . nhưng tôi không tin vào sp china .,negative
﻿Giá hấp_dẫn nhưng xài lâu máy nhanh xuống_cấp do dùng linh_kiện rẻ_tiền chất_lượng nửa_vời . Mua sony_flagship_2hand dùng hợp_lý hơn,negative
"Tôi thà dùng máy cũ như iphone , samsung , sony ... chứ k dùng hàng của a Tàu này đâu",negative
Hàng TQ cho cũng không dùng .,negative
"Mua rồi mới thấy cảnh , tốt nhất k dùng sản_phẩm china cho_dù rẻ",negative
"Của rẻ là của ôi , hãy là người tiêu_dùng thông_thái !",negative
Có 1 triệu tôi cũng KHÔNG Made in China .,negative
"﻿tôi đã dùng sony_M4 , bây_giờ đã bể màng_hình ... tôi không muốn sửa nó , vì M4 là một thất_bại lớn của sony ... bộ_nhớ quá ít , chạy ứng_dụng thông_dụng thôi cũng làm hết dung_lượng , làm máy chậm",negative
"Bạn này hỏi như trả_lời luôn , nếu trong suy_nghĩ của bạn thấy Sony tốt hơn ss rồi thì hỏi mọi người làm_gì nữa . Tốt nhất_là cứ mua Sony đi cho đỡ phải lăn_tăn vì ý_kiến người khác mà mình ko được dùng Sony . Toi thì đã dùng đủ cả các loại rồi , ý_kiến chủ_quan của tôi thì đt ss tốt hơn mọi mặt nếu cùng tầm tiền .",negative
Sony khi có truc trặc máy sửa_chữa chính hãng đắt tiền lại không tốt . Nghe đến Sony gio ớn đến tận cổ .,negative
"﻿Máy mình bị hư IC nguồn mang đến trung_tâm bảo_hành , dăn kỹ là nếu phải chạy lai chuong_trình thì khỏi sửa để mình lấy dữ_liệu . Vậy_mà đến khi nhận máy mất hết hình_ảnh , tin nhắn . Đã_vậy về máy bị trầy mặt trong camera chup hình mờ , xài được hơn 2 tháng máy die luôn .",negative
"Lúc Z1 mới ra ngưỡng_mộ vô_cùng . Mua lúc 3 cai mình 1 cái , Ba mình một cái , bạn_gái một cái . Giờ chỉ còn máy bạn_gái mình xài chập_chờn , bỏ thì tiếc xài thì tức . Thất_vọng Sony toàn_tập .",negative
"﻿Nhìn giống i_Phone_6 nhái thế , giá này không biết bán được bao_nhiêu cái ?",negative
Samsung bán giá cao_thế này thì cạnh_tranh với Apple kiểu gì đây . Chả lẽ dòng S làm ra chỉ để thể_hiện cho bằng bạn bằng bè là chính còn vẫn sống nhờ các máy tầm trung - giá rẻ sao ?,negative
"Đắt hơn cả ip , thế_mà mg cứ bảo ng dùng ip là để khoe ...",negative
Sau lưng có cái mụn_nhọt rõ to . Tổng_thể thì đẹp nhưng nhìn cái camera rõ xấu .,negative
Camera vẫn chưa hết lồi ra ... ? Đúng là Samsung .,negative
"Ra để cạnh_tranh với Oppo hay_sao mà xấu thế , giá lại cao không tương_xứng .",negative
đắt khác_gì iphone đâu .,negative
"Lại sử_dụng chiêu cũ nữa , đã xấu và hiệu_năng thấp mà_lại chào_giá cao , sau_này ra giảm 1 phát 3-4tr để lừa Sam_Fans đây mà .",negative
"﻿Không có gì đặc_sắc cả , mặt sau xấu đến mức khó tin . Thôi , em xài Sony_Z5 cho nó lành",negative
Xau khong the ta !,negative
Xau qua,negative
"Nghe_nói LG_G5 có 600usd , S7 mà giá này mua G5 ngon hơn nhiều .",negative
"﻿Thất_vọng toàn_tập , không có gì thay_đổi đột_phá nhiều so với S6 và S6_edge . Tôi không mua mà sẽ chờ iphone_7",negative
Sony thì ít ống_kính ít cả người dùng ít sự lựa_chọn . Sang canon e có_thể chọn rất nhiều mẫu máy và rất nhiều ống_kính phù_hợp vs nhu_cầu người mới chơi . A khuyên e chọn dòng entry level dòng 3 số 500D trở_lên đến 700D và ống kit 18-55 tập chụp 1 thời_gian rồi hãy đổi máy lên fullfame luôn vs ống_kính . Chứ đừng qua dòng crop cao_cấp rồi lại lên ff thì hơi tốn_kém đó,negative
"Mình dùng Sony nhưng nghe_nói Canon cho chất ảnh hồng_hào của màu_da do_vậy chụp hình cưới thì hợp_lý hơn . Sony body ko đắt , ống_kính đắt là do thương_hiệu CZ và ít đc hãng ống_kính thứ 3 hỗ_trợ như Canon và Nikon .",negative
"6 tháng mùa_hè thì thật_là khổ khi mang theo cái smartphone , nhất_là lúc quần_đùi áo_phông đi trà đá thì chỉ có vứt nó ở nhà .",negative
Phải mua quần rộng và túi quần to hơn,negative
1 lý_do duy_nhất không dùng đt màn lớn : xài đt nhỏ + mtb sướng hơn .,negative
"Tôi khuyên bạn không nên mua sam sung . Thực_sự sam sung và Sony rất hay hỏng nhất_là màn_hình . Tôi là thợ sc điện_tử hai loại ấy hỏng quá nhiều . Bạn nên mua LG tôi thấy đỡ hơn và cũng đẹp , vừa túi_tiền .",negative
"toshiba mình thấy ko bền bằng samsung bạn . Chạm nước 1 cái là chập_mạch hư liền . Còn samsung người_ta sử_dụng keo chống ẩm đặc_biệt cho linh_kiện nên khả_năng hư do nc , sét , nguồn điện rất ít luôn",negative
"Đồng_ý vs bạn , mình từ Zen2 qua SF1 . Mình khá hối_hận vì chuyển qua SF1 vì camera chụp ko đc đẹp , máy thỉnh_thoảng bị lag mặc_dù 3GB RAM ( ko chơi game nặng nha ) .",negative
"Cá_nhân mình không chọn 2 máy này , trống xấu lắm .",negative
Có giảm nữa cũng không có tiền mua .,negative
giá vẫn cao quá so với giá xuất_xưởng,negative
"Thực_ra IP đang bị định_giá không phải là giá_trị thực của nó , chỉ là IP khôn hơn người_ở chỗ lợi_dụng thương_hiệu để đẩy giá lên thôi . Ai thích chạy theo thương_hiệu thì mua , không thì_thôi . Xét về cấu_hình thì không bằng SS , OP , MS",negative
Có mà Iphone giời đi_nữa dùng một thời_gian cũng chán như nhau .,negative
chỉ buồn cho ai dùng androi thời_gian sau mua máy dùng đơ ra rồi lại khởi_động lại máy dùng tiếp,negative
Hàng cùi bắp giá đắt . Lại còn nhái iphone để loa bên dưới nữa .,negative
Mấy con_dòng A của anh sam chíp thì cùi mà giá trên trời,negative
"Pin yếu mà chơi không thay pin được , LG tính làm_gì đây .",negative
that ra minh khong phai la tin_do cua iphone nhung tat_ca dong dt android dung mot thoi_gian hay bi giat va lac treo may vo_cung,negative
Những gì cần làm đã làm hết ở những bản trước rồi . Màn_hình to thì đã to rồi . Ram lớn cấu_hình mạnh đều đã có rồi . Gần_như là không còn gì thông_minh hơn để tích_hợp với smartphone nữa rồi . Trong khi ở Việt_Nam mình thì có_thể sử_dụng đc hết hiệu xuất của mấy cái đó đâu . Rùa thi chạy với thỏ mà cứ tưởng mình chạy nhanh hơn là sao ?,negative
Lại không có gì khác_biệt,negative
"Ông SAMSUNG này đẻ như gà ấy , chẳng ra_hồn cái nào cả",negative
"Không biết mọi người dùng thế_nào , riêng tôi : - Hiệu_năng thì được trong tầm giá - Pin 1,5 ngày với sử_dụng bình_thường , không nhiều tác_vụ nặng - Sim 2 hay bị trục_trặc . Máy tớ đã bị chết sim 2 sau khi mua 3 tháng . Giờ dùng 1 sim.Tổng thể ok so giá với hiệu_năng đáp_ứng tốt các nhu_cầu giải_trí và công_việc .",negative
﻿Nếu_không phải người sành_sỏi công_nghệ thì mua ip_5_lock xác_định là sống chung với lũ và sự hên xui,negative
"hầu_như người bán họ đều nói ko việc_gì cả , ngon như bản quốc_tế nhưng thực_tế dùng sẽ khác hẳn vì khi đó đt sẽ mau hết pin đôi_khi chả có sóng , hay đơ khi vào mạng dùng tức anh_ách , khuyên bạn nếu mua nên mua bản quốc_tế cũ dùng cũng dc , thêm mấy trăm dùng sau_này có lỗi gì hãng update sẽ hết ngay còn bản lock thì mãi_mãi cục tức ở lại . có vậy bản lock mới rẻ sau_này lên 4g bạn lại phải ra quán cài lại , sóng_sánh vẫn kém",negative
Không dùng hàng công_nghệ TQ,negative
"﻿Đối_với mình hàng trung_quốc vẫn luôn là "" ngôi sao_chổi "" .",negative
Cẩn_thận china cài phần_mềm gián_điệp !,negative
Chuột ngon nhưng ghét mỗi_tội là mấy miếng đệm quá kém !,neutral
Dễ thất_lạc Bluetooth_Dongles . ? là cái nào b ?,neutral
"Mình thì không_tài_nào xài con Magic_Mouse được , chả ra làm_sao cả . Mình đang xài con Logitech_M325 cả năm nay đi chung với i_Mac ngon choét",neutral
Theo như hình thì có_thể tháo tấm thép trên nắp chuột nhằm giảm trọng_lượng cho nó . Các chuột cao_cấp đều có thêm miếng thép để điều_chỉnh trọng_lượng chuột cho phù_hợp với nhiều người dùng khác_nhau .,neutral
chuột bluetooth toàn tiền triệu hông vậy nè,neutral
"cũng có con bluetooth của logitech . Nặng quá khó_chịu nên mổ nó ra dụt luôn cái miếng thép như con này , cầm và vác đi vác lại khoái hơn hẳn ... tiếc là cho bà_xã rồi . Thích scroll của logitech , dùng cảm_biến_quang không_bao_giờ bị hư nút cuộn như những con khác .",neutral
"Đang dùng G500 và Anywhere_2 trong bài này . G500 thì bị lỗi double click nhưng BH 3 năm nên cũng đỡ . Anywhere_2 thì Logitech nói là đã cải_tiến cái nút , hy_vọng là ko bị nữa .",neutral
Nhà nghèo chỉ có thế,neutral
"em dùng chuột rất phá . Toi đời cỡ 5-6 con Logitech òi , toàn hỏng phím chuột trái . Từ hồi chuyển dùng Steelseries thấy có_vẻ vòng đời sản_phẩm lâu hơn , bền vãi .",neutral
quá đẹp nhưng em ko có $,neutral
"Chuột ko dây của Logitech giá cao quá , thật_ra nếu nói bền thì cũng chưa chắc , vì mình xài qua mấy_đời chuột ko dây của Logi rùi , vẫn mang đi bh như_thường",neutral
) cái giá thế_này thì ... ... ... ... ... ... . .,neutral
ad tinhte review xong mất trinh con chuột rồi bán lại cho em nửa giá nhé ),neutral
"Mình thì con M550b 2 pin AA xài cho 6 tháng , mua chỉ có 550k , xài gần 3 năm . Thế_là đủ , con này giá không yêu được !",neutral
Đang dùng quen Logitech_M557 ‎,neutral
"1.75 triệu sao chơi đây , thôi dùng tạm con G502 Proteus_Core_Gaming_Mouse 1.2tr mới mua vậy .",neutral
Đang dùng Logitech_G502 mà nhìn thấy con này mà ... ... .,neutral
Giá em này ngang với chuột của Apple,neutral
"Cho ổng Photoshop hoặc Game một lúc là ổng quăng ngay ấy mà , không_chừng còn chửi thêm "" điên_rồ "" , "" dở_hơi cám lợn """,neutral
"Đưa mình xài giúp cho bác , vứt chi_phí vậy ?",neutral
đang xài ibuffalo_BsMBB08 xài phê giá bang 1/4 công_nghệ blue focus chơi được 1 số mặt kính . Giá con chuột này quá đắt .,neutral
Magic_mouse chỉ thích_hợp lướt web + văn_phòng cơ_bản thôi . Chứ mấy ông làm đồ_hoạ cầm con đó lên PÓ_TAY .,neutral
bác cho nó rơi từ tầng 3 xuống thể_nào cũng đc mua con mới,neutral
Tưởng 175k thì mua liền .,neutral
"Giá hơi chát , hehe Mình xài con Fuhlen 2 năm nay vẫn tốt , chuột_quang bluetooth nhưng vẫn xài trên mặt kính vô_tư Xài kèm cục pin AA xịn của Sanyo chắc phải 2-3 tháng mới hết pin",neutral
Mình xài chuột razer là ổn ùi,neutral
"trùng_hợp quá , cũng đang dùng",neutral
"Mở tung cả chuột ra , nhìn chất vãi , nhìn thấy hết nội_thất",neutral
"ơ_hay ? Mình không được ý_kiến vào topic này à ? Bạn ko có ý_kiến gì về topic thì đừng có phát_biểu . Con này không thích_hợp cho Gaming , designing ( thiết_kế chuột nhỏ , ko thoải_mái ) thì chỉ còn mỗi cái là thích_hợp cho lướt web , giải_trí thì khác_gì con magic mouse cho Mac ? Ko có multi_touch hay gestures cho MAC , hơn_nữa giá này gần bằng con MM rồi thì dại gì đâm_đầu vào mua nữa ? Ý_kiến mình đưa ra là trên phương_diện người dùng mac , ko dùng để cho gaming hay designing .",neutral
mình vẫn trung_thành với Presenter_mouse_8000 của Microsoft,neutral
"Tính ngày_mai ghé svhouse lấy con anywhere_2 này . mà các bạn nói nó nhỏ sử_dụng lâu không ổn . Mình toàn dùng Photoshop , AI thì_phải sao đây . mình dùng macbook , theo mọi người nên mua chuột game Logitech_G602 hay làm mua cái bản_vẽ Wacom_CTH-490 ? ? ? ? ? Chuột thì mua được dòng cao chứ bản vẻ chỉ mua được_cái cùi bắp nhất của Wacom thôi . Nản ! ! Giúp em với mọi người ơi .",neutral
Tại_sao máy nào cũng có blue_tooth mà phải gắn donge làm_gì nhỉ,neutral
"ngang_ngửa có_khi con này còn mắc hơn MM , giá site của MM là 69 , em này 79 mà bác .",neutral
"đầu phát bạn có_thể dùng với máy bàn , hoặc chuyển qua_lại các máy khác muốn nhanh , dùng tạm có phải đỡ mất thời_gian dò_tìm , kết_nối bluetooth ko bạn , 1 con chuột vừa dùng bluetooth vừa đầu phát quá tiện rồi còn gì",neutral
Minh cầm kg biết_bao_nhiêu con chuột bluetooth rồi nhưng kg tài nào máy laptop co thể detect được con chuột Mình cắm donge vào nó chạy luôn kg có dò_tìm . vấn_đề là trên laptop minh cắm donge vào mất_tiêu một cổng usb ( có 2 cổng thôi hà ),neutral
Chuột này mua ở đâu bảo_hành 2 năm vậy ? loa.com.vn chỉ có 1 năm,neutral
"Minh mới mua con này , các bác cho mình hỏi ngu tí , vẫn biết là dùng đầu thu phát ( wireless usb ) chắc_chắn sẽ ngon hơn bluetooth nhiều nhưng em không nghĩ nó chênh nhau nhiều thế , em dùng con này kết_nối với bluetooth thì thấy nó cứ rùa rùa làm_sao ấy , di_chuyển nó không lanh được như đầu usb mặc_dù em đã chỉnh mọi thứ tối_đa rồi , đã dùng phầ_mềm logitech option chỉnh cũng ko thấy ngon hơn đươc , magic_mouse cũng lù_đù lù_đù , chán với bọn bluetooth chỉ_được_cái là tiện hơn thôi , các bác dùng rồi có thấy giống em không ( Em kết_nối với MBP_13 2015 )",neutral
"Rất tốt nha bạn , hơi cấn ngón_cái chút vì có hai nút bấm gồ lên , xài lâu cũng quen , hơi nặng chút , nếu bạn xài Mac nên đầu_tư một con mighty để bàn , con này đem đi_lại , về kết_nối bluetooth thì cảm_giác lag hơn Magic_mouse , còn nếu dùng usb receiver thì rất ngon , battery thì mình dùng một tháng nay chưa hết , không_bao_giờ Off nguồn .",neutral
"Mình vừa mua hôm_nay , chả thấy giật gì cả . Trươc mua cũng có đọc topic này và tìm_hiểu trên các trang nước_ngoài . Đa_số đều bị giật do thằng bluetooth Macbook co vấn_đề với wifi , tắt wifi la ko giật . Một_số bác và riêng mình thi dung El_Captian_10.11.3 hoàn_toàn ko thấy giật kể_cả kết_nối wifi .",neutral
Để mình thử cập_nhật xme sao tại đang dùng 10.10.5 ? ? ? Mình mới từ win chuyển sang mac . Lúc đầu cũng tính mua con magic-mouse nhưng cầm nó bé quá nên chuyển sang con MX này ... . .,neutral
Bớt thoii hả bac . Mình thây so bluetooth với dùng pico unifying có khác j đâu . Bác thử ngắt wifi để bluetooth ko xem có khá hơn k .,neutral
tắt wifi the bt . Đã lion hệ bên Loa.com xem họ có hướng giải_quyết thế_nào không .,neutral
Mình mới mua 2 hôm_nay thôi . Lúc đầu cũng nghe_nói giật nên tìm_hiểu . Lúc mua vác laptop ra test thấy ko giật nên lấy Khoing biêt sau_này có giật k,neutral
10.11.3 macbook_pro_retine_13_late_2013 bac,neutral
Ko mượt cụ_thể ra_sao bác . Scroll không mượt hay la di chuột cũng k mượt .,neutral
Giờ mình cũng chả biết con của mình z là phải ok k nưa mà thấy cắm usb reciver cũng z ak nên chắc ok,neutral
cắp cái úb reciver vô bật chuột on là xài đúng ko ta ? ? ? Mình cắm vô thấy chuột bất_động ... . .,neutral
"Bác phai nhấn nút tròn dưới chuột chuyển sang số 1 2 3 khác với cái đã connect , rồi nhấn nút Conect cho cái đèn_chớp chơp nếu co usb dang gắm thì nó nhân_số đó la sài usb",neutral
không có chút cảm_giác lag à ? ? ? ? ? Bực_mình thật . Giờ muốn kết_nối qua cái cục bé xíu kia_mà cũng chả biết làm_sao để nó hoạt_động ...,neutral
Không lag bác ak . Bác gắn cục đó vào máy_tính . Xong tren chuột nhấn nút conect là dc mà . Conect vào 1 trong 3 số chưa kết_nối đấy .,neutral
đã cài xong phải ... . giờ bên loa kêu đợi abn 3 cập_nhật mới xem sao ... . . hây daaa giờ ko biết có nên viết cái mail bù_lu_bù_loa đòi giải_quyết dứt_điểm ko nữa,neutral
Thấy bác than lag với mình cũng đọc nhiều topic cũng thắc_mắc thật không biết cua minh có lag không chứ mình thấy sài ok . Đâu bác quay lại màn_hình up len xem thử vơi .,neutral
"Đây mình quay lại video màn_hình , lúc cuôn trang tinhte lag là do máy mình đạng chay flash trang zing mp 3 với quay màn bằng QuickTimes nó lag . Bác xem coi chuột vậy có gọi_là lag ko ? Em thấy cũng ổn .",neutral
"Thấy mọi người kêu dùng em này cho mac bị lag quá_trời . Mình chạy windows thôi , không biết sử_dụng với bluetooth có bị lag không ? Bác nào dùng rồi cho ý_kiến với ạ ? Cảm_ơn các bác .",neutral
win thì bt ko bị gì hêt 1 ráo chỉ thèng quỉ mac bị khìn xíu (,neutral
uhm thấy mượt phét ... . còn mình thôi rồi luôn,neutral
Con này có thêm nút Gesture thì tốt biết_bao .,neutral
"Mình mới mua em này dùng phê vãi , nhưng cho hỏi ở trong hộp có viên gì giống như viên pin đồng_hồ để làm_gì vậy",neutral
thanks bác bên mai nguyên nó giới_thiệu đây là viên pin dự_phòng ) ( 1 : 25 ),neutral
Bác sài laptop gì . Sài mac bluetooth bị lag đứt quảng . Dùng với usb reciever thì k bị .,neutral
"mình xài mac , dùng bluetooth thì bị đứt_quãng , còn dùng bộ thu_nhận sóng của nó thi không . Có cách nào khắc_phục không bạn , thanks .",neutral
"giờ còn bị không bác , mình cũng đang dùng mac , tính mua mà đọc thấy phân_vân quá",neutral
Thế_hệ thứ 2 này đã thay micro switch giống trên M705 nên chắc bấm sẽ rất nhẹ . Còn cái micro_switch trên thế_hệ đầu bấm khá nặng .,neutral
"Nếu cảm_thấy ổ_cứng SSD dung_lượng 1 , 2 TB vẫn chưa đủ thì Samsung có bán một dòng ổ dung_lượng đến 15,36 TB . PM1633a là dòng ổ SSD lớp doanh_nghiệp , được Samsung tung ra hồi tháng 3 nhưng đến hiện_tại đã xuất_hiện trên trang bán_lẻ SHI của Mỹ với mức giá từ $ 9690 ( ~ 216 triệu đồng ) . Như_vậy chi_phí trên mỗi GB vào_khoảng 63 cent , cao hơn nhiều so với chi_phí trên mỗi GB dung_lượng trung_bình của các dòng ổ SSD phổ_thông . Samsung PM1633a không định_hướng đến đối_tượng người dùng bình_thường , đặc_biệt là khía_cạnh tốc_độ . Tốc_độ đọc / ghi ngẫu_nhiên của PM1633a lần_lượt là 200.000 và 32.000 IOPS , tốc_độ đọc / ghi liên_tục tối_đa vào_khoảng 1500 MB / s . Tốc_độ này nhanh hơn gấp đôi so với tốc_độ trung_bình của các dòng ổ SSD cao_cấp dành cho người dùng cuối . ​ PM1633a là ổ 2,5 "" nhưng dày 15 mm do_đó bạn không_thể gắn vào khay 2,5 "" trên những chiếc laptop thông_thường . Độ dày ổ_cứng 2,5 "" trên laptop thường là 9 mm , 7 mm hoặc 5 mm trên những dòng siêu mỏng . Định_hướng đến đối_tượng người dùng doanh_nghiệp nên PM1633a dùng giao_tiếp SAS ( Serial_Attached SCSI ) và với rack 2U 19 "" tiêu_chuẩn trên máy_chủ , người dùng có_thể gắn tối_đa 2 ổ PM1633a . Ngoài mức dung_lượng đến 15,36 TB thì Samsung cũng đã phát_hành các phiên_bản dung_lượng thấp hơn của PM1633a gồm 7,68 TB , 3,84 TB , 1,92 TB , 960 GB và 480 GB . ​ PM1633a dùng công_nghệ V-NAND 3D 256 Gb thế_hệ thứ 3 của Samsung với các stack cell nhớ gồm 48 lớp nhằm mang lại mật_độ nhớ cao hơn , hiệu_năng và độ ổn_định cao hơn so với thế_hệ 2 ( 1 stack cell nhớ gồm 32 lớp , dung_lượng 128 Gb V-NAND ) . Với phiên_bản 15,36 TB , nó có 32 mô-đun NAND , mỗi mô - đun dung_lượng 512 GB cấu_tạo từ 512 chip nhớ 256 Gb V-NAND 16 lớp . Bên_cạnh đó , Samsung còn tích_hợp thêm 16 GB bộ_nhớ DRAM với firmware được thiết_kế đặc_biệt để có_thể truy_xuất các mô - đun NAND mật_độ cao dung_lượng lớn . Với công_nghệ 3D V-NAND thế_hệ 3 , PM1633a có_thể ghi được lượng dữ_liệu gấp từ 2 đến 10 lần so với các ổ_cứng dùng công_nghệ 2D MLC thông_thường . Thêm vào đó , tuổi_thọ của chiếc ổ_cứng này cũng rất cao . Samsung cho_biết PM1633a có_thể chịu được cường_độ ghi toàn dung_lượng mỗi ngày trong_suốt 5 năm bảo_hành . Điều này có_nghĩa trong_suốt vòng đời sản_phẩm , PM1633a có_thể ghi xoá hơn 27 PB ( 27000 TB ) dữ_liệu . Quy_đổi ra thời_gian , Samsung cho_biết PM1633a có thời_lượng sử_dụng trung_bình trước khi hỏng ( MTBF ) là 2 triệu giờ , tương_đương dòng PM1633 đầu_tiên . Trong mỗi chip V-NAND của Samsung , mỗi cell khai_thác cùng một cấu_trúc 3D Charge_Trap_Flash ( CTF ) trong đó các hàng cell được xếp chồng lên nhau theo phương dọc ( Vertical ) để hình_thành 48 tầng kết_nối với nhau thông_qua 1,8 tỉ lỗ trống đâm xuyên qua các hàng cell nhờ công_nghệ khắc bản_mạch đặc_biệt . Mỗi chip V-NAND chứa hơn 85,3 tỉ cell nhớ và mỗi cell có_thể lưu 3 bit dữ_liệu > 256 tỉ bit hay 256 Gb/chip . Video dưới đây cho cái nhìn cụ_thể hơn về công_nghệ 3D V-NAND của Samsung : ​ Theo : Computerworld ​",neutral
